Time,Close,MACD,ATR,RSI,USD_INR_Price,VIX,Yield_1_year_bond,Yield_10_year_bond,Yield_30_year_bond
2010-10-20,5982.1,-35.196560597002644,94.13070987975935,48.9939677735201,44.330002,23.8,6.926,8.157,8.442
2010-10-21,6101.5,-30.656105044062144,96.79280203120508,57.014271993823876,44.200001,22.19,7.124,8.14,8.441
2010-10-22,6066.05,-29.373483335118237,95.57545902897616,54.28500645929219,44.200001,21.61,7.053,8.147,8.473
2010-10-25,6105.8,-25.3340094850239,94.83792624119214,56.78316905641228,44.528,21.36,6.984,8.147,8.483
2010-10-26,6082.0,-23.776221219545732,91.32093150967843,54.8504585433765,44.25,20.55,6.99,8.177,8.494
2010-10-27,6012.65,-26.7082710045659,91.54443640184424,49.557364875089675,44.400002,21.02,6.981,8.13,8.487
2010-10-28,5987.7,-29.406383576656523,92.36269094456965,47.771268621789474,44.419998,20.52,6.971,8.135,8.482
2010-10-29,6017.7,-28.242625593098673,92.59035587710034,50.1000675872203,44.419998,20.76,6.906,8.121,8.465
2010-11-01,6117.55,-20.197293604355977,94.16961617159315,56.97618027501082,44.448002,20.92,6.897,8.11,8.458
2010-11-02,6119.0,-14.494098346580166,90.56464358790798,57.06869731111148,44.34,21.25,6.733,7.973,8.417
2010-11-03,6160.5,-7.968947518656783,88.63145476020027,59.737279828879295,44.200001,21.53,6.661,7.955,8.404
2010-11-04,6281.8,3.840142364006283,91.56135084875737,66.32596957163423,44.25,19.36,6.617,7.985,8.413
2010-11-08,6273.2,14.366715272201176,87.74830761959174,63.998874109612565,43.900002,19.61,6.606,8.012,8.422
2010-11-09,6301.55,16.05293886777234,86.29128564676373,65.48947728784063,44.299999,18.75,6.611,8.032,8.427
2010-11-10,6275.7,14.07236174308126,82.87047952913771,62.93088001665184,44.189999,19.07,6.647,8.078,8.447
2010-11-11,6194.25,6.316994223069173,85.31187384848502,55.56466587409456,44.259998,19.36,6.891,8.09,8.458
2010-11-12,6071.65,-7.291845433640724,89.62888285930752,46.70310277174493,44.240002,21.63,7.218,8.089,8.489
2010-11-15,6121.6,-12.827772680216228,89.6089626550713,50.1886400504923,44.778,20.25,7.176,8.066,8.488
2010-11-16,5988.7,-24.653375112803083,95.59760817970904,42.26810139642321,45.110001,21.13,7.207,8.069,8.49
2010-11-18,5998.8,-30.619190525652407,100.87277902401551,43.00426229375022,45.108002,20.62,7.082,8.025,8.482
2010-11-19,5890.3,-40.09845465542716,104.33186623658584,37.47583867598935,45.150002,21.6,7.07,8.03,8.479
2010-11-22,6010.0,-36.62837831229979,106.16173293397254,45.7601661456643,45.263,19.93,7.094,8.021,8.458
2010-11-23,5934.75,-37.581583445027995,111.79660915297451,41.99325035954105,45.299999,23.26,7.084,7.996,8.453
2010-11-24,5865.75,-40.77273069596144,114.02899421347628,38.8363290244635,45.540001,24.68,7.465,8.033,8.461
2010-11-25,5799.75,-44.91490920624349,114.93763748394225,36.04501314993468,45.509998,21.63,7.389,8.019,8.455
2010-11-26,5751.95,-48.17218419829808,117.30994909223206,34.131652769425074,45.557999,22.58,7.346,7.968,8.446
2010-11-29,5830.0,-42.562819927611436,115.44495272850119,39.75508752255342,45.709999,21.31,7.337,8.016,8.458
2010-11-30,5862.7,-34.48719186443327,116.04888467646536,41.9896371522052,45.799999,20.71,7.276,8.066,8.467
2010-12-01,5960.9,-21.030434936647538,115.4953929138607,48.20294808638778,45.77,19.2,7.214,8.114,8.481
2010-12-02,6011.7,-7.883340770423523,112.1457219914421,51.119628920358004,45.23,18.8,7.204,8.087,8.486
2010-12-03,5992.8,-0.04965306455726193,108.50317042062478,49.99174364837835,45.130001,18.6,7.283,8.178,8.503
2010-12-06,5992.25,5.214206856079969,107.02080110486587,49.95720058130789,44.912998,19.37,7.345,8.219,8.529
2010-12-07,5976.55,7.612686432630483,103.75502959737547,48.918108785184714,44.810001,19.23,7.337,8.097,8.512
2010-12-08,5903.7,4.424938518997671,103.34038462613435,44.3124076185576,44.5,20.43,7.327,8.114,8.525
2010-12-09,5766.5,-6.2137935457584845,109.17321429569618,37.2073984691143,45.0,22.6,7.501,8.125,8.524
2010-12-10,5857.35,-6.397177486352234,111.68584184600363,43.65036539939287,45.049999,21.63,7.438,8.097,8.513
2010-12-13,5907.65,-2.590964293580413,112.12971028557483,46.89904932069915,44.950001,22.57,7.448,8.114,8.52
2010-12-14,5944.1,2.6383537938599417,108.77758812231947,49.1852803742574,44.91,21.46,7.458,8.099,8.498
2010-12-15,5892.3,2.8475947900842087,106.60061754215381,46.14469952491544,44.91,21.42,7.582,8.078,8.497
2010-12-16,5948.75,6.801151825538511,106.2077162891428,49.78763087469204,45.25,20.23,7.356,7.959,8.434
2010-12-20,5947.05,9.167823270445346,104.67502226848974,49.67864707327437,45.167999,20.78,7.404,7.967,8.445
2010-12-21,6000.65,13.924022227821887,101.51252067788332,53.1600736956357,45.259998,19.77,7.434,7.934,8.442
2010-12-22,5984.4,15.43920344772025,98.9616263437488,51.985816935106016,45.18,19.55,7.503,7.957,8.45
2010-12-23,5980.0,15.564599484002773,94.88222446205243,51.6531129601901,44.950001,19.03,7.435,7.933,8.448
2010-12-24,6011.6,17.074292651195996,93.61206557190586,53.93334420237647,45.060001,17.64,7.387,7.916,8.449
2010-12-27,5998.1,16.45540342637418,90.82906088819827,52.78789434146041,45.009998,18.45,7.457,7.919,8.438
2010-12-28,5996.0,15.224819366089244,86.38769939618408,52.600748205293414,45.099998,18.13,7.509,7.903,8.435
2010-12-29,6060.35,17.881329401002844,85.32786372502808,57.56531592799267,44.950001,17.13,7.459,7.893,8.439
2010-12-30,6101.85,21.33594727859562,82.52230203038316,60.442841979073776,44.919998,17.02,7.52,7.92,8.441
2010-12-31,6134.5,24.496291647978495,79.87428045678435,62.592066470807076,44.810001,16.55,7.49,7.913,8.429
2011-01-03,6157.6,26.64122991616348,77.31540328129977,64.07908890282562,44.818001,16.98,7.457,7.96,8.434
2011-01-04,6146.35,25.78443259935926,75.83930304692126,62.77040736617787,44.610001,17.03,7.444,8.068,8.449
2011-01-05,6079.8,19.50323555563741,76.42220997214118,55.543814770059406,44.900002,17.88,7.369,8.068,8.458
2011-01-06,6048.25,12.340566994075669,77.66705211698819,52.460304368493084,45.209999,18.2,7.398,8.126,8.474
2011-01-07,5904.6,-2.1811986785608184,84.09083410863185,41.23563919836797,45.18,20.82,7.445,8.199,8.481
2011-01-10,5762.85,-20.428023944123755,89.96291738658672,33.59658137365406,45.358002,23.16,7.493,8.226,8.543
2011-01-11,5754.1,-31.518806777785077,93.851280430402,33.187870565132044,45.310001,22.33,7.501,8.208,8.552
2011-01-12,5863.25,-29.946983387570576,98.7833318282304,42.57294925631174,45.098,21.41,7.518,8.178,8.531
2011-01-13,5751.9,-34.524420950112514,100.76666526907111,36.88127887239961,44.91,23.15,7.502,8.142,8.503
2011-01-14,5654.55,-41.7440038736095,107.42618917842319,32.75790646403239,44.959999,23.81,7.543,8.191,8.537
2011-01-17,5654.75,-43.92061372166138,104.8957470942501,32.77453519570321,45.417999,23.57,7.56,8.234,8.556
2011-01-18,5724.05,-38.31237972703808,102.81390801608937,38.45397894270066,45.439999,21.46,7.651,8.194,8.568
2011-01-19,5691.05,-34.55997466783,101.54862887208296,36.85714742104075,45.32,21.09,7.668,8.184,8.556
2011-01-20,5711.6,-28.671269435250792,101.07729823836273,38.56793273222301,45.299999,21.01,7.669,8.13,8.552
2011-01-21,5696.5,-23.96202039238478,96.93249122133683,37.75839947315366,45.778,21.03,7.696,8.171,8.573
2011-01-24,5743.25,-16.237161457244433,94.25874184838419,41.82940062345144,45.588001,20.17,7.721,8.185,8.572
2011-01-25,5687.4,-13.537811066094264,96.16168885921392,38.58272006249575,45.450001,20.78,7.554,8.154,8.57
2011-01-27,5604.3,-15.838032407200984,98.66085394069867,34.314925469873955,45.450001,22.09,7.546,8.148,8.554
2011-01-28,5512.15,-21.69275882663902,102.67436437350588,30.31096786687965,45.688,22.58,7.538,8.132,8.551
2011-01-31,5505.9,-23.937086226286965,103.21190977539837,30.05482049175967,45.838001,23.41,7.555,8.148,8.56
2011-02-01,5417.2,-29.008043034800536,105.6360590771556,26.617039958158358,45.799999,23.73,7.573,8.154,8.571
2011-02-02,5432.0,-28.913605057691,103.44419771450167,28.094943935246405,45.41,23.52,7.556,8.15,8.565
2011-02-03,5526.75,-20.418426117320053,104.24461216346582,36.86182656567757,45.450001,22.69,7.548,8.162,8.556
2011-02-04,5395.75,-21.463456691740106,110.17356843750397,31.198228132464294,45.560001,24.41,7.618,8.196,8.588
